,PPO,MinVariance,DJIA
2015-12-23,970497.5084949336,981501.5613850259,987081.1985905248
2015-12-24,970629.7308937521,983371.6530507556,984252.7636246507
2015-12-28,967653.5138219603,981323.2345070968,982912.5290195238
2015-12-29,970266.1775106342,980136.9897219818,993718.9577208937
2015-12-30,964163.3473647288,977843.1440586841,987151.8410127122
2015-12-31,961475.1684266842,976979.8876782466,977123.2456173496
2016-01-04,961475.1684266842,976970.6051495986,961641.2742753923
2016-01-05,964913.3177398184,977460.8182630067,962186.3709191543
2016-01-06,954259.1346075757,978603.6129546189,948046.8246450273
2016-01-07,937847.3575037307,976159.099670494,926042.093464634
2016-01-08,930175.5227215973,973987.5704509839,916641.0108722522
2016-01-11,925978.7613646564,971006.2098039265,919563.6904959438
2016-01-12,928661.3917362656,973496.5034006526,926161.0355894333
2016-01-13,916246.3620180235,971746.2322858534,905703.9758321869
2016-01-14,927703.9503281744,970861.303984893,918469.061521445
2016-01-15,911251.1012350246,969154.2881048047,896545.1036532427
2016-01-19,910187.72496315,967182.9632576134,898111.8321019099
2016-01-20,898628.3009833144,967420.4120927762,884133.2848364891
2016-01-21,905305.0881872876,967351.9767720844,890634.6876635659
2016-01-22,925738.8024448596,969901.599443572,902457.1624899472
2016-01-25,911351.8316462821,967870.6439294752,890777.12250086
2016-01-26,926483.0918084298,973661.3934739998,906591.113227098
2016-01-27,919990.7623712813,972381.361522822,894099.0687138293
2016-01-28,928085.4321383188,972198.4399297098,901118.6254934154
2016-01-29,947361.9463592168,979773.3171094523,923361.7337775154
2016-02-01,943411.6403986606,979585.1103135592,922401.6539745781
2016-02-02,927475.4207966365,978416.8765929836,905823.4108110945
2016-02-03,939891.5852866473,980341.1626110664,916092.0261571914
2016-02-04,943022.1540590933,983359.2974147532,920573.6033253853
2016-02-05,931080.8970394934,983126.924562901,908707.3740065019
2016-02-08,924431.0312207066,986630.2555718288,898730.3640078064
2016-02-09,915361.8507070513,984623.7051301132,898019.8874299312
2016-02-10,916845.8030049657,986356.2199335129,892432.5099274508
2016-02-11,912379.1083369742,991501.6266936882,878157.8121045189
2016-02-12,924151.256072305,991483.119786187,895746.5704746875
2016-02-16,933034.0540685885,987775.6263354575,908227.3888666009
2016-02-17,947239.5369507924,991126.9882821525,922662.428559428
2016-02-18,946567.8397207843,997467.7524362283,920396.9425083492
2016-02-19,945464.3447564064,995991.3637373245,919194.7070535418
2016-02-22,957904.3328353286,997108.3317401512,932017.5661966044
2016-02-23,945500.8988595037,997475.8510098357,921425.912363311
2016-02-24,948589.5906077069,998919.3254164181,924409.7606579976
2016-02-25,954558.8995746291,1003305.4730795758,936314.5968820297
2016-02-26,951996.6464104134,1000849.0436742342,933100.4214340718
2016-02-29,950363.7037525438,1001773.5721668971,926176.6973977633
2016-03-01,967994.3104970723,1001452.1059248683,945723.6199017117
2016-03-02,977556.3708216486,1004784.6924171724,947643.669984451
2016-03-03,985310.5037788871,1009818.1802070735,950143.5355448026
2016-03-04,990079.9934938373,1009457.8598280066,953668.9757429255
2016-03-07,995095.7831101884,1010950.6538693276,957436.133500378
2016-03-08,982013.6257105788,1010775.5631985898,951276.2238087744
2016-03-09,986270.7541947227,1009651.5956935238,953309.5208132837
2016-03-10,987385.4218421133,1012468.2649867353,953016.3273804224
2016-03-11,999131.6042431707,1013046.008117161,965250.9377644642
2016-03-14,996246.5496814578,1012301.1246816379,966138.0751593753
2016-03-15,993742.026935497,1011903.0678220575,967394.0864735533
2016-03-16,1005317.8123023192,1018038.8488775499,971556.6227489847
2016-03-17,1013703.3350111473,1020450.4665444829,980289.340408966
2016-03-18,1015522.3789144896,1022276.0689128583,987063.8939351673
2016-03-21,1013129.2476401795,1020316.0241890625,988273.3579168963
2016-03-22,1011929.8921811724,1019582.292596132,985957.4912236374
2016-03-23,1001972.4129585754,1018308.5850406231,981472.518838253
2016-03-24,1002149.0214126725,1017530.136599634,982209.3904917052
2016-03-28,1002953.4866634657,1018253.9509181253,983311.8503703689
2016-03-29,1013858.376094974,1024797.6688178435,988791.5118694055
2016-03-30,1014365.1691213165,1022561.9870244956,993476.6925458884
2016-03-31,1015632.2714294883,1024801.6077076087,991706.3605889322
2016-04-01,1013763.5153455628,1026078.9425016986,997743.4948460056
2016-04-04,1008800.1217755704,1024865.4750449635,994617.2664755925
2016-04-05,1003873.8142851728,1026638.0271827035,987121.0650117282
2016-04-06,1011967.911653904,1026578.7478631723,993442.521327714
2016-04-07,1006520.0254941637,1028231.1703326376,983680.2861970951
2016-04-08,1013788.322823534,1027419.7865725385,985642.940779417
2016-04-11,1015749.1395582107,1028513.9229397218,984490.5383511139
2016-04-12,1026716.8525275261,1028582.3985847882,993734.0719135477
2016-04-13,1033089.7706303241,1031031.8269794395,1004221.8978146957
2016-04-14,1030692.2937751395,1028926.5982143178,1005239.6963098698
2016-04-15,1028949.5487459954,1031676.2794854257,1003615.2491689658
2016-04-18,1034665.386019401,1032789.3323496751,1009598.4980435335
2016-04-19,1042932.7223855745,1036042.1033285115,1012370.8571641985
2016-04-20,1041132.5330935612,1033617.6788211967,1014763.6090983496
2016-04-21,1035394.1889114267,1031953.3026081573,1008384.9817058031
2016-04-22,1036504.5453486275,1031533.0979255587,1009575.4981851468
2016-04-25,1033765.5921910751,1029966.9860982688,1008088.9406714273
2016-04-26,1038578.6868171553,1030483.8572449025,1008822.417107689
2016-04-27,1044881.9303308459,1035119.5480616007,1011695.2089433087
2016-04-28,1039340.2047838114,1036409.8817020508,999874.924579631
2016-04-29,1037322.5789997942,1037923.2422712352,996671.9204914611
2016-05-02,1039232.8583367547,1037338.3953703418,1003261.9275348937
2016-05-03,1027909.402676396,1037419.6683189085,995397.2902443033
2016-05-04,1021395.3431463531,1035341.2362740531,989809.3103645795
2016-05-05,1023608.3355972485,1036652.5771207015,990339.2928156876
2016-05-06,1025762.2386667482,1036974.5541909715,994820.8699838815
2016-05-09,1020616.5000451221,1034715.7337360298,992873.8772098894
2016-05-10,1031242.032017272,1038022.8163270587,1005347.3575517462
2016-05-11,1027965.4857038107,1038409.8930776875,993165.975411399
2016-05-12,1026935.3872176814,1036221.0885503527,993692.0150296408
2016-05-13,1019526.8406121755,1036551.4754445329,983307.9075375026
2016-05-16,1027831.9263365574,1036246.571536921,993143.0850761476
2016-05-17,1023534.9586189684,1035089.4388004955,983008.4712859363
2016-05-18,1015511.2973773996,1028564.5739683879,982819.9819703015
2016-05-19,1011900.7682404555,1029171.4086351027,977704.8134651247
2016-05-20,1017760.6195122864,1030697.2162199535,981379.9717890308
2016-05-23,1016589.0585054271,1030359.9371256728,980930.8174116813
2016-05-24,1022900.4988049151,1029759.1511161553,992881.7628756219
2016-05-25,1029232.2853918681,1031439.1697242304,1001038.4983677218
2016-05-26,1030435.0684486423,1032687.987717249,999736.3778136356
2016-05-27,1031251.8833646597,1032118.9972735902,1002255.9575383186
2016-05-31,1031518.0321706656,1033307.9137350004,997432.2300958404
2016-06-01,1032197.8188925653,1034141.1635697379,997570.7768618359
2016-06-02,1035132.316026101,1036278.9409136986,1000312.359981517
2016-06-03,1041510.235291523,1043067.9931277804,998545.970857427
2016-06-06,1046482.178237004,1042566.6340326357,1004897.6555587208
2016-06-07,1053269.0442607333,1043734.5789135704,1005904.1731709719
2016-06-08,1057278.497125913,1047437.8578129982,1009648.4405931729
2016-06-09,1054970.6013149645,1048875.9275455398,1008534.6998315863
2016-06-10,1044764.593613368,1048529.8942946366,1001814.0316878905
2016-06-13,1040833.8736403007,1047869.8118817838,994363.8299407994
2016-06-14,1039232.7731363402,1046591.3838562176,991130.4879441861
2016-06-15,1042351.2191097173,1049052.1910127678,989187.4380030603
2016-06-16,1041758.2969392847,1049879.5838323184,994398.5487746497
2016-06-17,1042631.3825498563,1048706.4397075097,991149.5449697064
2016-06-20,1048268.171056945,1047295.4573563501,998423.0858997615
2016-06-21,1051444.8312646786,1045190.6142109921,999817.2058873941
2016-06-22,1050510.029430211,1045816.2395804448,997075.0751520373
2016-06-23,1061314.8616377714,1046106.697060602,1009985.9908957798
2016-06-24,1040351.3778353202,1048623.2026567357,975761.7635239989
2016-06-27,1028734.5676805107,1050441.7924364642,961153.4582313263
2016-06-28,1046780.0835606331,1055400.3225221455,976264.8032838542
2016-06-29,1061300.7346420432,1057873.949440225,992244.1191826375
2016-06-30,1070488.2711028417,1063009.765907012,1005439.3569852924
2016-07-01,1076859.0977263711,1068323.9411480627,1006526.0455324912
2016-07-05,1069378.8762913835,1070302.360087679,1000427.7973659905
2016-07-06,1071918.7631775488,1072685.890723796,1004801.7132923082
2016-07-07,1068128.9777349872,1072014.1764637618,1003526.6449526099
2016-07-08,1082188.957388369,1078483.9748065309,1017593.7964343866
2016-07-11,1084527.5989066695,1075968.9738948515,1022090.4877952345
2016-07-12,1090159.3449353054,1071894.4547909612,1028861.0984885697
2016-07-13,1090953.883390981,1075926.5672945944,1030232.1090946806
2016-07-14,1092040.4889267664,1073124.9284633552,1037762.5912998545
2016-07-15,1089598.223474053,1069762.2112065805,1038331.2354176791
2016-07-18,1092144.9265061433,1070365.4299442673,1039256.4868636309
2016-07-19,1090949.6240777478,1071732.0171938045,1040712.1588532316
2016-07-20,1090965.8106107821,1070217.8403321279,1042731.9845121143
2016-07-21,1090760.223065765,1071519.508968985,1038369.3494687196
2016-07-22,1093618.3166477522,1072068.4059386267,1041376.0880986576
2016-07-25,1087812.40518487,1070350.3248228687,1037014.0006709388
2016-07-26,1089419.977067469,1071038.109969806,1035931.1454334712
2016-07-27,1092460.0905361755,1075257.08641764,1035842.5412171152
2016-07-28,1093227.2155147328,1074349.0612158265,1034955.4038222042
2016-07-29,1100334.9023724098,1078185.8661625646,1033603.4502416136
2016-08-01,1092722.2921040703,1073807.1013585252,1032048.4407684099
2016-08-02,1088520.6986478083,1069496.5284159197,1026960.1054313509
2016-08-03,1091799.8873750542,1070671.0055661353,1029272.1388148787
2016-08-04,1093891.8953251608,1073625.527016853,1029106.7588807656
2016-08-05,1095960.9619995635,1070943.9429393117,1039844.0784838406
2016-08-08,1099178.324849731,1071366.712541795,1039045.5453052854
2016-08-09,1102951.4357220798,1075340.2006362563,1039256.4868636309
2016-08-10,1101982.176632289,1076629.958375528,1037159.7759638556
2016-08-11,1103079.585979783,1074511.1235822788,1043768.8400328087
2016-08-12,1105861.4282342063,1077311.680683895,1041691.295681689
2016-08-15,1107847.781918528,1075655.860442415,1045032.2989201786
2016-08-16,1104844.4652445854,1074000.4746923058,1040320.1755524429
2016-08-17,1106593.555918115,1076371.4911588326,1041549.3536985032
2016-08-18,1112007.7412659386,1078698.8886142294,1042881.7026378976
2016-08-19,1106859.0805520967,1075530.802926805,1040351.061076562
2016-08-22,1106060.6812832938,1077686.175810283,1039052.8833553421
2016-08-23,1107458.8810206181,1078577.312973019,1040055.567657862
2016-08-24,1104164.2746319135,1076369.7237849913,1036364.6380024906
2016-08-25,1103421.1796216175,1075040.8063324033,1034510.1922777209
2016-08-26,1098934.7492899527,1072318.4990570317,1031537.6248659573
2016-08-29,1106028.77961431,1077828.4229567393,1037570.8162901645
2016-08-30,1102949.701298636,1076046.0098069324,1034840.5140534063
2016-08-31,1099166.046162373,1075387.6362898974,1031844.9467832563
2016-09-01,1099976.2947722296,1075887.0825656971,1032877.8594710843
2016-09-02,1105724.025800886,1075725.6336299493,1036952.3391458357
2016-09-06,1116081.6438981604,1079877.4370816764,1039540.6993994081
2016-09-07,1117047.6650080807,1079194.8938880868,1038868.9940113844
2016-09-08,1115147.6630909177,1074434.7777903164,1036276.5814018106
2016-09-09,1091723.658949289,1063862.1704787875,1014156.8509294845
2016-09-12,1100434.7504620461,1067087.5729588852,1027593.8062914689
2016-09-13,1082484.392060345,1060295.195988297,1013108.2764333265
2016-09-14,1082061.2428087194,1060602.8954726649,1011314.9446179839
