,PPO,MinVariance,DJIA
2019-03-21,1818868.5880528165,1589179.8348581889,1455869.6788595486
2019-03-22,1786993.4021358376,1582502.245580555,1430064.1663192045
2019-03-25,1786482.5773288463,1582024.400590102,1430877.813690414
2019-03-26,1797915.4053941637,1597680.7874901507,1438778.922185017
2019-03-27,1791352.100241179,1594537.1422139416,1436976.6094725903
2019-03-28,1796078.5229170728,1596871.4234894763,1442128.3587049153
2019-03-29,1808988.1271796473,1603291.3040634037,1453972.6286351962
2019-04-01,1830109.7764728444,1612731.4262845097,1472463.090977254
2019-04-02,1826376.8517722508,1607057.6504354016,1468016.8897817214
2019-04-03,1830879.9159289238,1608272.024874706,1470203.8477448802
2019-04-04,1836355.9847063692,1615742.4077489001,1479540.4759722122
2019-04-05,1841943.440246938,1619752.048038682,1481803.6620374525
2019-04-08,1840854.505243102,1623010.1037283952,1477094.933886907
2019-04-09,1829655.7590663158,1620114.8103545203,1466415.8805917446
2019-04-10,1835173.9850665324,1620975.4775622238,1466784.8640341468
2019-04-11,1835035.446070464,1623796.9621116437,1465993.6689056482
2019-04-12,1850299.4280928492,1653256.7228869314,1481092.0902282253
2019-04-15,1849517.8881891812,1655767.894144596,1479548.2521148096
2019-04-16,1853440.2981628724,1658452.5636635441,1483355.2762934654
2019-04-17,1849474.9029514245,1654544.188736001,1483180.258323457
2019-04-18,1858148.8517191955,1663419.7792376506,1489348.601296469
2019-04-22,1854957.8109477249,1662411.6879111296,1486629.5799426339
2019-04-23,1866189.7510231177,1668928.8275637869,1494779.6345234883
2019-04-24,1861708.3116813856,1669207.9484870674,1491452.1026306252
2019-04-25,1855998.2773301124,1668908.2977312715,1483883.5063744106
2019-04-26,1862078.9191373575,1677035.2821954032,1488439.6687976583
2019-04-29,1861315.5521264789,1678155.1135573601,1489059.8983121498
2019-04-30,1865501.293189559,1693929.0232716817,1491219.9135840558
2019-05-01,1851030.0310924072,1674694.933560072,1482092.4745449068
2019-05-02,1846076.051803101,1675635.296309338,1475231.5072650528
2019-05-03,1861008.8496695897,1686808.12120286,1486287.4296683497
2019-05-06,1854677.5136904288,1685267.3485008285,1482560.1383321006
2019-05-07,1824976.78611969,1666241.7092746836,1456014.358921114
2019-05-08,1821014.5347236763,1664835.3445038323,1456139.9819571588
2019-05-09,1813902.9402898434,1662823.300565668,1448347.0823201074
2019-05-10,1825335.7655787247,1678800.2648728336,1454740.2762896323
2019-05-13,1784670.4236928388,1659352.3007195317,1420120.2323073316
2019-05-14,1800333.7348080853,1665871.2723418267,1431731.3274828265
2019-05-15,1807164.8433896736,1673085.2860648693,1438234.373156931
2019-05-16,1826672.1201083115,1688418.0827721555,1450271.6228513888
2019-05-17,1818703.1180734364,1686075.3355838135,1444738.0759698465
2019-05-20,1813658.9109942666,1687878.8399073072,1440022.1192923798
2019-05-21,1824514.2185238027,1689522.3291261627,1451093.1558883307
2019-05-22,1823157.7978567244,1695001.91606561,1445445.1573305314
2019-05-23,1807083.0970197213,1688675.3826896069,1429399.6894581025
2019-05-24,1812148.8197930725,1692970.8536793527,1434739.161344116
2019-05-28,1794554.6389346973,1676670.3624536106,1421397.6006328685
2019-05-29,1779718.2187160111,1660724.7606119888,1408984.686584763
