,PPO,MinVariance,DJIA
2019-11-15,1980451.8481783045,1830578.2106997038,1570397.9117880955
2019-11-18,1983102.9568355253,1836516.7209214193,1572154.772399425
2019-11-19,1981132.2523120488,1833043.4430072412,1566423.7553051638
2019-11-20,1973965.6421935905,1836268.0682812778,1560091.1276293902
2019-11-21,1971598.3153571428,1835521.8679131952,1557018.127502672
2019-11-22,1978505.6835846016,1840765.6353988205,1563148.9040403194
2019-11-25,1991537.449207991,1842158.305560676,1573851.0667170035
2019-11-26,1997919.1994097535,1853801.7086362129,1576946.9571789731
2019-11-27,2000220.6874252076,1857378.369504406,1579320.1044719282
2019-11-29,1995977.0718391044,1854819.0651397207,1573006.533821675
2019-12-02,1979936.4061157305,1852993.457580834,1557957.3979099263
2019-12-03,1962828.3633891274,1844862.4255195647,1542243.3470445347
2019-12-04,1972161.543793779,1861078.4726781694,1550484.7439201244
2019-12-05,1974617.919296852,1861395.0974037205,1552055.415201658
2019-12-06,1995445.9477021552,1873721.6139659465,1570968.1987529476
2019-12-09,1988660.5990770913,1869896.366890453,1565054.3875460804
2019-12-10,1988274.215682225,1869770.0955217117,1563491.0543146036
2019-12-11,1990971.5205790163,1867002.4391756293,1565149.7821968172
2019-12-12,2008863.1927705025,1881765.8813420872,1577528.5250267484
2019-12-13,2011566.506111432,1883603.1163784943,1577715.2619722204
2019-12-16,2022027.9954591813,1894902.9826378622,1583351.4320314208
2019-12-17,2025462.433283911,1897969.021766775,1585104.89742556
2019-12-18,2021433.389133119,1888233.460721188,1583541.454670948
2019-12-19,2032864.4244386167,1896353.3694124103,1591262.0690387844
2019-12-20,2041688.0365367257,1907692.2454060782,1595643.2134920235
2019-12-23,2045194.790321963,1903728.8855985703,1601051.1373375212
2019-12-24,2042565.7711488663,1903305.1271959394,1599027.9164614475
2019-12-26,2049403.2254292374,1906596.9054684173,1604968.6703595677
2019-12-27,2052364.2345302112,1910232.3663587326,1606307.152594532
2019-12-30,2039308.7888184444,1899510.4502385613,1596038.5920100024
2019-12-31,2045535.8438485507,1904302.84305735,1600317.1132855834
2020-01-02,2045535.8438485507,1908631.919344995,1618842.403984627
2020-01-03,2028099.0537954145,1895223.717797398,1605725.146654216
2020-01-06,2033819.2576468778,1897921.8929714728,1609566.3420510464
2020-01-07,2022609.487195235,1886644.9082563808,1602853.997665624
2020-01-08,2033215.2458330244,1891728.3910549462,1611905.2086026918
2020-01-09,2047905.1091851362,1903625.7454887284,1623782.6640429306
2020-01-10,2040282.5447996547,1896093.0379116856,1616317.2385800502
2020-01-13,2049650.319551989,1895115.4405751685,1620987.305063879
2020-01-14,2051352.1452891154,1900012.9857105096,1622816.4509444234
2020-01-15,2056370.009839529,1909404.5528307625,1627894.1625373706
2020-01-16,2073927.9542083722,1921137.8767781144,1642889.9606822897
2020-01-17,2078065.1368532022,1921575.2727957587,1645719.4908795157
2020-01-21,2069626.1103626674,1914188.7314478182,1637192.5671905268
2020-01-22,2071760.877604053,1914126.040880369,1636644.7324683852
2020-01-23,2068029.3830055199,1911805.6114655253,1635176.6843645102
2020-01-24,2057095.6072645271,1896297.887911864,1625623.638422074
2020-01-27,2027924.0619268762,1883874.4914480709,1600169.1475299632
2020-01-28,2042527.526115181,1894287.4421014697,1610658.068662463
2020-01-29,2037836.3975151284,1891894.3663913053,1611308.5265622626
2020-01-30,2048923.6219643776,1903100.0646544467,1618317.4595977368
2020-01-31,2012091.4472992094,1870827.678606952,1584480.7250782023
2020-02-03,2024220.2971017305,1873483.4454391007,1592543.3801971877
2020-02-04,2052710.094536192,1888190.1364082517,1615412.2489141054
2020-02-05,2083313.485838387,1920828.6529116847,1642509.1487412888
2020-02-06,2087402.3953754124,1922369.3615534464,1647495.4085163656
2020-02-07,2069676.247255706,1913564.177261243,1631947.832816439
2020-02-10,2082766.3069704352,1921836.5687454066,1641722.4440613324
2020-02-11,2084182.8190186846,1919102.316933744,1641695.5013700796
2020-02-12,2095717.021702328,1919977.9680606162,1657120.849251152
2020-02-13,2088643.956783467,1921648.8360383168,1649937.0077688044
2020-02-14,2089265.4318921755,1923592.0220590925,1648522.187908624
2020-02-18,2077425.892713256,1917662.8646625723,1639219.7308994664
2020-02-19,2085190.332100263,1918568.0708727655,1645715.5480466494
2020-02-20,2080224.0341661586,1916441.935802475,1638535.1017814924
2020-02-21,2066504.3807847176,1917726.553014129,1625773.904163533
2020-02-24,2003148.9045488092,1870950.2814715598,1567925.5365346726
